"";"Numer.......................................wpisu";"ImiÍ.i.nazwisko.lub.nazwa.inwestora";"Data.wpisu";"Adres";"Rodzaj";"opis";"typ";"Data.wniosku";"Nr...............wniosku";"Nr...............decyzji";"Data.decyzji";"Rok.wniosku";"Miesiπc.wniosku";"data";"Czas.rozpatrzenia";"data_miesiac";"pora_roku";"lon";"lat"
"21271";1261;"";"";"S≥onimskiego Antoniego 6 ";"bud.biurowe";"przebudowa budynku biurowo-us≥ugowego";"przebudowa";"2015-03-18";"8614/15";"2478/15";"2015-05-22";2015;3;"2015-03-01";48;"2015_03";"Wiosna";17,0454945;51,1292051
"21272";1262;"";"";"Lawendowa  ";"linie elektroener.i telekom.rozdzielcz.";"budowa linii kablowych niskiego napiÍcia ze z≥πczami kablowymi niskiego napiÍcia";"nowe";"2015-03-31";"10139/15";"2480/15";"2015-05-22";2015;3;"2015-03-01";39;"2015_03";"Wiosna";16,9993948;51,1717311
"21273";1263;"";"";"Wincentego Kad≥ubka B≥ogos≥awionego  21 ";"bud.mieszkalne jednorodzinne";"przebudowa lokalu mieszkalnego";"przebudowa";"2015-03-23";"9184/15";"2481/15";"2015-05-22";2015;3;"2015-03-01";45;"2015_03";"Wiosna";16,9672358;51,0733886
"21274";1264;"";"";"JÍczmienna  22 ";"bud.o trzech i wiÍcej mieszkaniach";"wewnetrzna instalacja gazu";"inst.wewnÍtrzna";"2015-04-22";"12648/15";"2482/15";"2015-05-22";2015;4;"2015-04-01";23;"2015_04";"Wiosna";17,017671;51,102019
"21275";1265;"";"";"CzapliÒskiego  W≥adys≥awa  20 ";"bud.mieszkalne jednorodzinne";"rozbudowa jednorodzinnego budynku mieszkalnego wolno stojπcego";"rozbudowa";"2015-05-08";"14790/15";"2483/15";"2015-05-22";2015;5;"2015-05-01";11;"2015_05";"Wiosna";16,8719617;51,1617527
"21276";1266;"";"";"Ruska 8";"bud.o trzech i wiÍcej mieszkaniach";"wewnetrzna instalacja gazu";"inst.wewnÍtrzna";"2015-04-13";"11486/15";"2484/15";"2015-05-22";2015;4;"2015-04-01";30;"2015_04";"Wiosna";17,0277399;51,110249
"21277";1267;"";"";"Grunwaldzka  30 ";"bud.o trzech i wiÍcej mieszkaniach";"montaz wewnetrznej instalacji gazu w lokalu mieszkalnym";"inst.wewnÍtrzna";"2015-05-12";"15042/15";"2485/15";"2015-05-22";2015;5;"2015-05-01";9;"2015_05";"Wiosna";17,0583596;51,1143518
"21278";1268;"";"";"Walecznych 3 ";"bud.o trzech i wiÍcej mieszkaniach";"wewnetrzna instalacja gazu";"inst.wewnÍtrzna";"2015-04-13";"11534/15";"2486/15";"2015-05-22";2015;4;"2015-04-01";30;"2015_04";"Wiosna";17,0585099;51,119962
"21279";1269;"";"";"Krzycka  ";"linie elektroener.i telekom.rozdzielcz.";"budowa linii kablowej nn wraz z przebudowπ z≥πcza kablowego";"nowe";"2015-03-25";"9467/15";"2488/15";"2015-05-22";2015;3;"2015-03-01";43;"2015_03";"Wiosna";16,9980133;51,0700742
"21280";1270;"";"";"årutowa  12 ";"bud.o trzech i wiÍcej mieszkaniach";"montaz wewnetrznej instalacji gazu i c.o.w lokalu mieszkalnym";"inst.wewnÍtrzna";"2015-04-15";"11773/15";"2490/15";"2015-05-22";2015;4;"2015-04-01";28;"2015_04";"Wiosna";17,0335219;51,118071
"21281";1271;"";"";"Wπsowicza JÛzefa  28 ";"bud.o dwÛch mieszkaniach";"budowa budynku jednorodzinnego";"nowe";"2015-05-08";"14788/15";"2494/15";"2015-05-22";2015;5;"2015-05-01";11;"2015_05";"Wiosna";16,8748665;51,1613998
"21282";1272;"";"";"Brzostowska  ";"bud.mieszkalne jednorodzinne";"budowa zespolu zabudowy jednorodzinnej/4 budynkÛw mieszkalnych wolno stojπcych/";"nowe";"2015-03-05";"6972/15";"2495/15";"2015-05-22";2015;3;"2015-03-01";57;"2015_03";"Wiosna";17,0365247;51,1645828
"21283";1273;"";"";"Kluczborska  19 ";"bud.o trzech i wiÍcej mieszkaniach";"wewnetrzna instalacja gazu";"inst.wewnÍtrzna";"2015-04-24";"12986/15";"2498/15";"2015-05-22";2015;4;"2015-04-01";21;"2015_04";"Wiosna";17,0465768;51,1224771
"21284";1274;"";"";"Marcina åw.  ";"bud.kultu religijnego i czynnoúci religijnych";"remont elewacji i dachu oraz elementÛw kamiennych koúcio≥a";"remont";"2015-04-01";"10393/15";"2509/15";"2015-05-25";2015;4;"2015-04-01";39;"2015_04";"Wiosna";17,0424584;51,1158975
"21285";1275;"";"";"Parkowa  21 ";"bud.o trzech i wiÍcej mieszkaniach";"montaø wewnetrznej instalacji gazowej w lokalu mieszkalnym w budynku wielorodzinnym";"inst.wewnÍtrzna";"2015-04-28";"13438/15";"2510/15";"2015-05-25";2015;4;"2015-04-01";20;"2015_04";"Wiosna";17,07424;51,112437
"21286";1276;"";"";"Braniborska 7  ";"bud.o trzech i wiÍcej mieszkaniach";"montaø wewnetrznej instalacji gazu w lokalu mieszkalnym";"inst.wewnÍtrzna";"2015-05-04";"13949/15";"2511/15";"2015-05-25";2015;5;"2015-05-01";16;"2015_05";"Wiosna";17,0165334;51,1107344
"21287";1277;"";"";"Niemcewicza Juliana Ursyna  30 ";"bud.o trzech i wiÍcej mieszkaniach";"montaø wewnÍtrznej instalacji gazowej i c.o. w lokalu mieszkalnym w budynku wielorodzinnym";"inst.wewnÍtrzna";"2015-05-08";"14682/15";"2512/15";"2015-05-25";2015;5;"2015-05-01";12;"2015_05";"Wiosna";17,038621;51,1222904
"21288";1278;"";"";"Paniowicka  11 ";"bud.szkÛ≥ i instytucji badawczych";"przebudowa lokalu us≥ugowego u 11a w budynku mieszkalno-us≥ugowym na punkt przedszkolny";"przebudowa";"2015-05-21";"16299/15";"2513/15";"2015-05-25";2015;5;"2015-05-01";3;"2015_05";"Wiosna";16,951245;51,1469099
"21289";1279;"";"";"KsiÍcia Witolda  56 ";"bud.handlowo-uslugowe";"remont pomieszczenia technicznego i montaø instalacji parowej";"remont";"2015-05-06";"14370/15";"2514/15";"2015-05-25";2015;5;"2015-05-01";14;"2015_05";"Wiosna";17,0239139;51,11544
"21290";1280;"";"";"Grecka  27 ";"bud.mieszkalne jednorodzinne";"montaz wewnetrznej instalacji gazu w budynku mieszkalnym";"inst.wewnÍtrzna";"2015-04-16";"11954/15";"2515/15";"2015-05-25";2015;4;"2015-04-01";28;"2015_04";"Wiosna";16,961187;51,108754
"21291";1281;"";"";"Solny Plac 6 ";"bud.o trzech i wiÍcej mieszkaniach";"remont elewacji w czÍúci parteru budynku mieszkalnegp";"remont";"2015-05-12";"14984/15";"2517/15";"2015-05-25";2015;5;"2015-05-01";10;"2015_05";"Wiosna";17,028755;51,1096708
"21292";1282;"";"";"Norwida Cypriana Kamila  20  ";"bud.o trzech i wiÍcej mieszkaniach";"przebudowa mieszkania";"remont";"2015-03-25";"9504/15";"2518/15";"2015-05-25";2015;3;"2015-03-01";44;"2015_03";"Wiosna";17,0618534;51,1094868
"21293";1283;"";"";"Inøynierska  14 ";"bud.o trzech i wiÍcej mieszkaniach";"wewnetrzna instalacja gazu";"inst.wewnÍtrzna";"2015-03-23";"9049/15";"2520/15";"2015-05-25";2015;3;"2015-03-01";46;"2015_03";"Wiosna";16,9931069;51,0942099
"21294";1284;"";"";"Gajowa  ";"linie elektroener.i telekom.rozdzielcz.";"budowa linii kablowej";"nowe";"2015-03-27";"9905/15";"2521/15";"2015-05-25";2015;3;"2015-03-01";42;"2015_03";"Wiosna";17,0405996;51,0924032
"21295";1285;"";"";"GrabiszyÒska 333 ";"bud.kultu religijnego i czynnoúci religijnych";"budowa zespo≥u kolumbariÛw";"rozbudowa";"2015-05-15";"15650/15";"2522/15";"2015-05-25";2015;5;"2015-05-01";7;"2015_05";"Wiosna";16,9761167;51,0901033
"21296";1286;"";"";"Serbska  20 ";"bud.mieszkalne jednorodzinne";"rozbudowa budynku mieszkalnego jednorodzinnego od strony ogrodu";"rozbudowa";"2015-03-16";"8249/15";"2526/15";"2015-05-25";2015;3;"2015-03-01";51;"2015_03";"Wiosna";17,018155;51,13642
"21297";1287;"";"";"åliwowa Aleja 61B ";"bud.mieszkalne jednorodzinne";"odmowa";"nowe";"2015-02-02";"2936/15";"2528/15";"2015-05-25";2015;2;"2015-02-01";81;"2015_02";"Zima";16,9390212;51,1555469
"21298";1288;"";"";"Mys≥akowicka  20 ";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego jednorodzinnego w zabudowie bliøniaczej";"nowe";"2015-04-08";"10986/15";"2532/15";"2015-05-26";2015;4;"2015-04-01";35;"2015_04";"Wiosna";16,9017447;51,146019
"21299";1289;"";"";"Pomorska  32 ";"bud.o trzech i wiÍcej mieszkaniach";"przebudowa lokalu mieszkalnego w budynku wielorodzinnym";"przebudowa";"2015-04-16";"12020/15";"2534/15";"2015-05-26";2015;4;"2015-04-01";29;"2015_04";"Wiosna";17,0302379;51,1201118
"21300";1290;"";"";"Przyjaüni 109 ";"bud.handlowo-uslugowe";"przebudowa lokalu us≥ugowego w budynku wielorodzinnym";"przebudowa";"2015-05-12";"15072/15";"2536/15";"2015-05-26";2015;5;"2015-05-01";11;"2015_05";"Wiosna";16,9959079;51,0670121
"21301";1291;"";"";"Przybyszewskiego Stanis≥awa  27 ";"bud.o trzech i wiÍcej mieszkaniach";"umorzenie";"przebudowa";"2015-03-10";"7477/15";"2537/15";"2015-05-26";2015;3;"2015-03-01";56;"2015_03";"Wiosna";17,0606489;51,1363835
"21302";1292;"";"";"Strachowskiego Bart≥omieja 3 ";"bud.mieszkalne jednorodzinne";"budowa piÍciu budynkÛw mieszkalnych jednorodzinnych w zabudowie szeregowej wraz z budynkiem us≥ugowym";"nowe";"2015-03-27";"9870/15";"2538/15";"2015-05-26";2015;3;"2015-03-01";43;"2015_03";"Wiosna";17,0248578;51,0562305
"21303";1293;"";"";"Oleúnicka 15A ";"bud.o trzech i wiÍcej mieszkaniach";"umorzenie";"inst.wewnÍtrzna";"2015-03-18";"8586/15";"2541/15";"2015-05-26";2015;3;"2015-03-01";50;"2015_03";"Wiosna";17,0450519;51,120937
"21304";1294;"";"";"KorzeÒska  ";"bud.mieszkalne jednorodzinne";"budowa budynku jednorodzinnego";"nowe";"2015-03-17";"8516/15";"2543/15";"2015-05-26";2015;3;"2015-03-01";51;"2015_03";"Wiosna";17,0408187;51,1518606
"21305";1295;"";"";"Kar≥owicza Mieczys≥awa 1 ";"obiek.budowl.wpisane do rej.zabytkÛw,archeol.dobra";"remont dachu klasztoru";"przebudowa";"2015-02-25";"5886/15";"2544/15";"2015-05-26";2015;2;"2015-02-01";65;"2015_02";"Zima";17,0870283;51,1176288
"21306";1296;"";"";"K≥opockiej Janiny  ";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego jednorodzinnego w zabudowie wolno stojπcej";"nowe";"2015-05-13";"15220/15";"2547/15";"2015-05-26";2015;5;"2015-05-01";10;"2015_05";"Wiosna";16,8782602;51,1231446
"21307";1297;"";"";"Sikorskiego W≥adys≥awa Gen.  18 ";"bud.o trzech i wiÍcej mieszkaniach";"montaø wewnÍtrznej instalacji gazowej i c.o. w lokalu mieszkalnym w budynku wielorodzinnym";"inst.wewnÍtrzna";"2015-04-28";"13481/15";"2548/15";"2015-05-26";2015;4;"2015-04-01";21;"2015_04";"Wiosna";17,0209244;51,1136251
"21308";1298;"";"";"Henryka Poboønego  21 ";"bud.o trzech i wiÍcej mieszkaniach";"docieplenie zachodniej úciany szczytowej wielorodzinnego budynku mieszkalnego";"remont";"2015-03-27";"9881/15";"2549/15";"2015-05-26";2015;3;"2015-03-01";43;"2015_03";"Wiosna";17,037284;51,120781
"21309";1299;"";"";"Buforowa  ";"bud.o trzech i wiÍcej mieszkaniach";"budowa zespo≥u trzech budynkÛw mieszkalnych wielorodzinnych";"nowe";"2015-03-09";"7354/15";"2550/15";"2015-05-26";2015;3;"2015-03-01";57;"2015_03";"Wiosna";17,0570783;51,0574178
"21310";1300;"";"";"K≥opockiej Janiny  ";"bud.mieszkalne jednorodzinne";"budowa budynku mieszalnego jednorodzinnego";"nowe";"2015-05-13";"15222/15";"2551/15";"2015-05-26";2015;5;"2015-05-01";10;"2015_05";"Wiosna";16,8782602;51,1231446
"21311";1301;"";"";"W≥adys≥awa £okietka 7 ";"bud.o trzech i wiÍcej mieszkaniach";"przebudowa mieszkania";"przebudowa";"2015-03-31";"10129/15";"2552/15";"2015-05-26";2015;3;"2015-03-01";41;"2015_03";"Wiosna";17,035512;51,1183319
"21312";1302;"";"";"Murarska 6 ";"bud.o trzech i wiÍcej mieszkaniach";"montaø wewnÍtrznej instalacji gazu oraz instalacja c.o. w lokalu mieszkalnym w budynku wielorodzinnym";"inst.wewnÍtrzna";"2015-05-14";"15455/15";"2556/15";"2015-05-26";2015;5;"2015-05-01";9;"2015_05";"Wiosna";16,9553405;51,1347982
"21313";1303;"";"";"K≥opockiej Janiny  ";"bud.mieszkalne jednorodzinne";"budowa budynku jednorodzinnego";"nowe";"2015-05-13";"15221/15";"2557/15";"2015-05-26";2015;5;"2015-05-01";10;"2015_05";"Wiosna";16,8782602;51,1231446
"21314";1304;"";"";"Mi≥oszycka  69 ";"bud.o dwÛch mieszkaniach";"budowa zespo≥u budynkÛw jednorodzinnych mieszkalnych w zabudowie bliøniaczej z 28 lokalami mieszkalnymi";"nowe";"2015-02-27";"6247/15";"2559/15";"2015-05-27";2015;2;"2015-02-01";64;"2015_02";"Zima";17,1220639;51,119974
"21315";1305;"";"";"Strzegomska 200 ";"bud.handlowo-uslugowe";"przebudowa fragmentu budynku handlowo-us≥ugowego na potrzeby apteki";"przebudowa";"2015-04-07";"10763/15";"2563/15";"2015-05-27";2015;4;"2015-04-01";37;"2015_04";"Wiosna";16,960743;51,1121229
"21316";1306;"";"";"Gajowa  56 ";"bud.o trzech i wiÍcej mieszkaniach";"wewnÍtrzna instalacja gazu";"inst.wewnÍtrzna";"2015-04-29";"13665/15";"2564/15";"2015-05-27";2015;4;"2015-04-01";21;"2015_04";"Wiosna";17,040717;51,090497
"21317";1307;"";"";"  ";"bud.o dwÛch mieszkaniach";"budowa budynku jednorodzinnego";"nowe";"2015-05-14";"15344/15";"2568/15";"2015-05-27";2015;5;"2015-05-01";10;"2015_05";"Wiosna";17,0385376;51,1078852
"21318";1308;"";"";"Tatarska 9 ";"bud.o trzech i wiÍcej mieszkaniach";"budowa zespo≥u budynkÛw wielorodzinnych";"nowe";"2015-02-13";"4559/15";"2570/15";"2015-05-27";2015;2;"2015-02-01";74;"2015_02";"Zima";17,0818382;51,0599826
"21319";1309;"";"";"Pustecka  ";"rurociπgi gazu sieci rozdzielczej";"budowa gazociagu sredniego napiecia";"nowe";"2015-04-01";"10273/15";"2573/15";"2015-05-27";2015;4;"2015-04-01";41;"2015_04";"Wiosna";16,8498094;51,1422252
"21320";1310;"";"";"WarmiÒska  ";"bud.handlowo-uslugowe";"budowa budynku us≥ugowego";"nowe";"2014-12-05";"39280/14";"2574/15";"2015-05-27";2014;12;"2014-12-01";124;"2014_12";"Zima";16,9411879;51,1485366
"21321";1311;"";"";"Zak≥adowa 5  ";"bud.o trzech i wiÍcej mieszkaniach";"remon lokalu mieszkalnego";"remont";"2015-02-16";"4594/15";"2577/15";"2015-05-27";2015;2;"2015-02-01";73;"2015_02";"Zima";17,038588;51,129666
"21322";1312;"";"";"Iracka 9 ";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego jednorodzinnego";"nowe";"2015-04-02";"10427/15";"2578/15";"2015-05-27";2015;4;"2015-04-01";40;"2015_04";"Wiosna";17,0829266;51,0540844
"21323";1313;"";"";"Pilczycka 122A  ";"bud.o trzech i wiÍcej mieszkaniach";"wewnetrzna instalacja gazu";"inst.wewnÍtrzna";"2015-05-11";"14893/15";"2581/15";"2015-05-27";2015;5;"2015-05-01";13;"2015_05";"Wiosna";16,959574;51,139601
"21324";1314;"";"";"Grota-Roweckiego Stefana Gen.  76 ";"bud.handlowo-uslugowe";"budowa budynku us≥ugowego wraz z zagospodarowaniem terenu";"nowe";"2014-07-28";"24351/14";"2582/15";"2015-05-28";2014;7;"2014-07-01";219;"2014_07";"Lato";17,0324743;51,0620902
"21325";1315;"";"";"Kminkowa  ";"rurociπgi wodociπg.sieci rozdzielczej";"budowa sieci wodociπgowej,kanalizacji sanitarnej,kanalizacji deszczowej i oúwietlenia drÛg publicznych";"nowe";"2015-05-15";"15688/15";"2583/15";"2015-05-28";2015;5;"2015-05-01";10;"2015_05";"Wiosna";17,0009094;51,1783728
"21326";1316;"";"";"K≥odzka  ";"bud.szkÛ≥ i instytucji badawczych";"budowa zespo≥u szkolno-przedszkolnego";"nowe";"2015-03-24";"9318/15";"2586/15";"2015-05-28";2015;3;"2015-03-01";48;"2015_03";"Wiosna";17,0446107;51,0728024
"21327";1317;"";"";"Podwale  64 ";"bud.biurowe";"remont pokrycia i istniejπcego ocieplenia wraz z robotami towarzyszπcymi w budynku izby celnej";"remont";"2015-05-20";"16181/15";"2587/15";"2015-05-28";2015;5;"2015-05-01";7;"2015_05";"Wiosna";17,0392898;51,1033347
"21328";1318;"";"";"MaleczyÒskich Ewy I Karola 129 ";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego jednorodzinnego w zabudowie szeregowej";"nowe";"2015-04-30";"13857/15";"2589/15";"2015-05-28";2015;4;"2015-04-01";21;"2015_04";"Wiosna";16,97728;51,0724208
"21329";1319;"";"";"  ";"bud.o trzech i wiÍcej mieszkaniach";"budowa budynku mieszkalnego wielorodzinnego ""nowe øerniki """;"nowe";"2015-04-28";"13488/15";"2591/15";"2015-05-28";2015;4;"2015-04-01";23;"2015_04";"Wiosna";17,0385376;51,1078852
"21330";1320;"";"";"Polanowicka  ";"rurociπgi wodociπg.sieci rozdzielczej";"budowa sieci wodociπgowej i kanalizacji sanitarnej w siÍgaczu";"nowe";"2015-04-03";"10670/15";"2592/15";"2015-05-28";2015;4;"2015-04-01";40;"2015_04";"Wiosna";17,0362987;51,1653609
"21331";1321;"";"";"DuÒska  ";"autostrady i drogi ekspresowe";"budowa zjazdu z drogi";"nowe";"2015-03-30";"10033/15";"2593/15";"2015-05-28";2015;3;"2015-03-01";44;"2015_03";"Wiosna";16,9729369;51,1110367
"21332";1322;"";"";"Tulipanowa  ";"rurociπgi wodociπg.sieci rozdzielczej";"budowa sieci wodociπgowej oraz sieci kanaliz.sanitarnej grawitacyjnej,przepompowni úciekÛw wraz z rurociπgiem t≥ocznym";"nowe";"2015-03-26";"9669/15";"2594/15";"2015-05-28";2015;3;"2015-03-01";46;"2015_03";"Wiosna";17,0297891;51,0600445
"21333";1323;"";"";"Strzegomska 148 ";"bud.biurowe";"przebudowa budynku biurowego wbz";"przebudowa";"2015-05-18";"15863/15";"2597/15";"2015-05-29";2015;5;"2015-05-01";10;"2015_05";"Wiosna";16,972829;51,1141517
"21334";1324;"";"";"Wπsowicza JÛzefa  24 ";"bud.o dwÛch mieszkaniach";"budowa jednorodzinnego budynku mieszkalnego";"nowe";"2015-05-20";"16100/15";"2598/15";"2015-05-29";2015;5;"2015-05-01";8;"2015_05";"Wiosna";16,8748665;51,1613998
"21335";1325;"";"";"Dokerska  25 ";"bud.o trzech i wiÍcej mieszkaniach";"przebudowa oraz montaø instalacji i urzadzeÒ przeciwpozarowych dla potrzeb dostosowania stanu technicznego budynku mieszkalnego wielorodzinnego";"przebudowa";"2015-05-15";"15701/15";"2599/15";"2015-05-29";2015;5;"2015-05-01";11;"2015_05";"Wiosna";16,9654766;51,1420803
"21336";1326;"";"";"K≥oúna 6 ";"bud.o trzech i wiÍcej mieszkaniach";"remont úwietlika w budynku wielorodzinnym";"remont";"2015-04-02";"10456/15";"2601/15";"2015-05-29";2015;4;"2015-04-01";42;"2015_04";"Wiosna";17,004281;51,097764
"21337";1327;"";"";"KrasiÒskiego Zygmunta  58 ";"bud.o trzech i wiÍcej mieszkaniach";"wewnÍtrzna instalacja gazu";"inst.wewnÍtrzna";"2015-05-12";"14965/15";"2604/15";"2015-05-29";2015;5;"2015-05-01";14;"2015_05";"Wiosna";17,0422822;51,1038637
"21338";1328;"";"";"Hallera JÛzefa Gen. Aleja  21  ";"bud.o trzech i wiÍcej mieszkaniach";"wewnÍtrzna instalacja gazu";"inst.wewnÍtrzna";"2015-05-12";"15032/15";"2605/15";"2015-05-29";2015;5;"2015-05-01";14;"2015_05";"Wiosna";17,0079869;51,087859
"21339";1329;"";"";"Wapienna  22  ";"bud.o trzech i wiÍcej mieszkaniach";"wewnetrzna instalacja gazu";"inst.wewnÍtrzna";"2015-05-12";"15050/15";"2606/15";"2015-05-29";2015;5;"2015-05-01";14;"2015_05";"Wiosna";17,0424349;51,088774
"21340";1330;"";"";"ZieliÒskiego Tadeusza  51  ";"bud.o trzech i wiÍcej mieszkaniach";"montaø wewnÍtrznej instalacji gazu i c.o. w lokalu mieszkalnym w budynku wielorodzinnym";"inst.wewnÍtrzna";"2015-04-29";"13491/15";"2607/15";"2015-05-29";2015;4;"2015-04-01";23;"2015_04";"Wiosna";17,0213322;51,0993832
"21341";1331;"";"";"KrÍpicka  22 ";"bud.mieszkalne jednorodzinne";"budowa budynku jednorodzinnego";"nowe";"2015-04-15";"11804/15";"2608/15";"2015-05-29";2015;4;"2015-04-01";33;"2015_04";"Wiosna";16,8651837;51,1483027
"21342";1332;"";"";"£ukowska  61 ";"rurociπgi gazu sieci rozdzielczej";"budowa sieci gazowej";"nowe";"2015-04-01";"10311/15";"2609/15";"2015-05-29";2015;4;"2015-04-01";43;"2015_04";"Wiosna";16,9227404;51,1659595
"21343";1333;"";"";"Koúciuszki Tadeusza 190 ";"bud.o trzech i wiÍcej mieszkaniach";"wewnetrzna instalacja gazu";"inst.wewnÍtrzna";"2015-05-12";"15062/15";"2610/15";"2015-05-29";2015;5;"2015-05-01";14;"2015_05";"Wiosna";17,0550728;51,0976437
"21344";1334;"";"";"Mi≥oszycka  ";"rurociπgi wodociπg.sieci rozdzielczej";"budowa sieci wodociπgowej";"nowe";"2015-04-22";"12749/15";"2611/15";"2015-05-29";2015;4;"2015-04-01";28;"2015_04";"Wiosna";17,1228014;51,1189186
"21345";1335;"";"";"G≥owackiego Bartosza 2  ";"bud.o trzech i wiÍcej mieszkaniach";"wewnÍtrzna instalacja gazu";"inst.wewnÍtrzna";"2015-04-07";"10715/15";"2612/15";"2015-05-29";2015;4;"2015-04-01";39;"2015_04";"Wiosna";17,096104;51,113491
"21346";1336;"";"";"Stanis≥awowska  ";"rurociπgi gazu sieci rozdzielczej";"budowa sieci gazowej úredniego ciúnienia";"nowe";"2015-04-01";"10308/15";"2614/15";"2015-05-29";2015;4;"2015-04-01";43;"2015_04";"Wiosna";16,9473687;51,0966415
"21347";1337;"";"";"Klasztorna  ";"rurociπgi wodociπg.sieci rozdzielczej";"budowa sieci wodociagowej oraz sieci kanalizacji sanitarnej";"nowe";"2015-04-03";"10675/15";"2615/15";"2015-05-29";2015;4;"2015-04-01";41;"2015_04";"Wiosna";17,0442231;51,0605968
"21348";1338;"";"";"Zau≥ek RogoziÒski 3 ";"bud.o trzech i wiÍcej mieszkaniach";"docieplenie elewacji budynku mieszkalnego wielorodzinnego";"remont";"2015-05-07";"14458/15";"2616/15";"2015-05-29";2015;5;"2015-05-01";17;"2015_05";"Wiosna";17,030081;51,142043
"21349";1339;"";"";"BoÒczyka Norberta Ks.  13 ";"bud.mieszkalne jednorodzinne";"przebudowa wewnÍtrznej instalacji gazowej i c.o ,c.w.u w budynku mieszkalnym jednorodzinnym";"inst.wewnÍtrzna";"2015-05-14";"15457/15";"2617/15";"2015-05-29";2015;5;"2015-05-01";12;"2015_05";"Wiosna";17,0383149;51,1358272
"21350";1340;"";"";"Borowska  99 ";"budowle sportowe i rekreacyjne pozosta≥e";"przebudowa czÍúci pomieszczeÒ basenu sportowego w budynku wroclawskiego parku wodnego";"przebudowa";"2015-04-17";"12231/15";"2620/15";"2015-05-29";2015;4;"2015-04-01";31;"2015_04";"Wiosna";17,032314;51,0909434
"21351";1341;"";"";"So≥tysowicka 19B ";"bud.szkÛ≥ i instytucji badawczych";"remont elewacji i dachu budynku";"remont";"2015-05-05";"14292/15";"2621/15";"2015-05-29";2015;5;"2015-05-01";19;"2015_05";"Wiosna";17,0717259;51,1405059
"21352";1342;"";"";"Moúcickiego Ignacego  48 ";"bud.o trzech i wiÍcej mieszkaniach";"wykonanie wewnÍtrznej instalacji gazowej w czÍúciach wspÛlnych w budynkach wielorodzinnych";"inst.wewnÍtrzna";"2015-04-16";"11931/15";"2622/15";"2015-05-29";2015;4;"2015-04-01";32;"2015_04";"Wiosna";17,0951059;51,051467
"21353";1343;"";"";"Podwale  79  ";"bud.o trzech i wiÍcej mieszkaniach";"montaø wewnÍtrznej instalacji gazu i c.o. w lokalu mieszkalnym w budynku wielorodzinnym";"inst.wewnÍtrzna";"2015-04-30";"13712/15";"2623/15";"2015-05-29";2015;4;"2015-04-01";22;"2015_04";"Wiosna";17,0418121;51,1066334
"21354";1344;"";"";"Matejki Jana Aleja  14 ";"bud.o trzech i wiÍcej mieszkaniach";"montaø wewnÍtrznej instalacji gazu w lokalu mieszkalnym";"inst.wewnÍtrzna";"2015-04-27";"13130/15";"2624/15";"2015-05-29";2015;4;"2015-04-01";25;"2015_04";"Wiosna";17,0492072;51,1185783
"21355";1345;"";"";"Niedzia≥kowskiego Mieczys≥awa 2 ";"bud.mieszkalne jednorodzinne";"wewnÍtrzna instalacja gazu";"inst.wewnÍtrzna";"2015-05-05";"14270/15";"2625/15";"2015-05-29";2015;5;"2015-05-01";19;"2015_05";"Wiosna";17,1392552;51,1087196
"21356";1346;"";"";"Stawowa  ";"bud.handlowo-uslugowe";"umorzenie";"nowe";"2015-03-17";"8424/15";"2626/15";"2015-05-29";2015;3;"2015-03-01";54;"2015_03";"Wiosna";17,0341143;51,1006451
"21357";1347;"";"";"GrabiszyÒska 309 ";"bud.o trzech i wiÍcej mieszkaniach";"odmowa";"nowe";"2015-04-13";"11531/15";"2628/15";"2015-05-29";2015;4;"2015-04-01";35;"2015_04";"Wiosna";16,9775557;51,0917843
"21358";1348;"";"";"Øytnia 26  ";"bud.o trzech i wiÍcej mieszkaniach";"wewnetrzna instalacja gazu";"inst.wewnÍtrzna";"2015-04-13";"11516/15";"2637/15";"2015-06-01";2015;4;"2015-04-01";36;"2015_04";"Wiosna";17,0169565;51,1014792
"21359";1349;"";"";"Dani≥owskiego Gustawa Plac 2";"bud.o trzech i wiÍcej mieszkaniach";"odmowa";"przebudowa";"2014-09-26";"31361/14";"2641/15";"2015-06-01";2014;9;"2014-09-01";177;"2014_09";"JesieÒ";17,0602794;51,1379316
"21360";1350;"";"";"Piastowska 26  ";"bud.o trzech i wiÍcej mieszkaniach";"umorzenie";"przebudowa";"2015-04-15";"11757/15";"2648/15";"2015-06-01";2015;4;"2015-04-01";34;"2015_04";"Wiosna";17,060159;51,114463
"21361";1351;"";"";"SÍpa - SzarzyÒskiego Miko≥aja 85  ";"bud.o trzech i wiÍcej mieszkaniach";"przebudowa mieszkania";"przebudowa";"2015-04-30";"13764/15";"2650/15";"2015-06-01";2015;4;"2015-04-01";23;"2015_04";"Wiosna";17,0524986;51,119145
"21362";1352;"";"";"Dokerska 21 ";"bud.o trzech i wiÍcej mieszkaniach";"przebudowa oraz montaø instalacji i urzadzeÒ przeciwpoøarowych dla potrzeb dostosowania stanu technicznego do budynku mieszkalnego";"przebudowa";"2015-05-15";"15700/15";"2651/15";"2015-06-01";2015;5;"2015-05-01";12;"2015_05";"Wiosna";16,9666866;51,1420728
