"";"Numer.......................................wpisu";"Imiê.i.nazwisko.lub.nazwa.inwestora";"Data.wpisu";"Adres";"Rodzaj";"opis";"typ";"Data.wniosku";"Nr...............wniosku";"Nr...............decyzji";"Data.decyzji";"Rok.wniosku";"Miesi¹c.wniosku";"data";"Czas.rozpatrzenia";"lon";"lat"
"19230";2506;"";"";"Popowicka  36 ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa lokalu mieszkalnego";"przebudowa";"2014-09-05";"28914/14";"4921/14";"2014-10-08";2014;9;"2014-09-01";24;16,996229;51,125431
"19231";2507;"";"";"Bia³oskórnicza 3 ";"bud.o trzech i wiêcej mieszkaniach";"monta¿ nowej wewnêtrznej instalacji c.o. i c.w.u. zasilanej z wêzla cieplnego w budynku mieszkalnym wielorodzinnym";"remont";"2014-07-21";"23362/14";"4922/14";"2014-10-08";2014;7;"2014-07-01";58;17,027313;51,1108979
"19232";2508;"";"";"Gromadzka  ";"linie elektroener.i telekom.rozdzielcz.";"budowa linii kablowej nn wraz ze z³¹czami kablowymi nn";"nowe";"2014-07-25";"24137/14";"4923/14";"2014-10-08";2014;7;"2014-07-01";54;16,8487876;51,1292931
"19233";2509;"";"";"Ukryta  18 ";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazowej w lokalu mieszkalnym w budynku wielorodzinnym";"inst.wewnêtrzna";"2014-09-10";"29473/14";"4924/14";"2014-10-08";2014;9;"2014-09-01";21;17,0540059;51,1179409
"19234";2510;"";"";"Koœciuszki Tadeusza 111 ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa wnêtrza lokalu u¿ytkowego na salon fryzjersko-kosmetyczny w budynku";"przebudowa";"2014-08-18";"26637/14";"4925/14";"2014-10-08";2014;8;"2014-08-01";38;17,0443896;51,1001193
"19235";2511;"";"";"Hirszfelda Ludwika Plac  12 ";"bud.szpitali i zak³.opieki medycznej";"przebudowa budynku f dolnoœl. centrum onkologii";"przebudowa";"2014-08-28";"27912/14";"4926/14";"2014-10-08";2014;8;"2014-08-01";30;17,0163682;51,0947979
"19236";2512;"";"";"Solidarnoœci Plac  1/3/5 ";"";"umorzenie";"reklama";"2011-07-22";"25326/11";"4929/14";"2014-10-09";2011;7;"2011-07-01";840;17,0181643;51,112836
"19237";2513;"";"";"O³awska 2 ";"bud.biurowe";"przebudowa pomieszceñ banku";"przebudowa";"2014-08-28";"27995/14";"4930/14";"2014-10-09";2014;8;"2014-08-01";31;17,0335659;51,1090837
"19238";2514;"";"";"Birmañska 4  ";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazu w lokalu mieszkalnym";"inst.wewnêtrzna";"2014-09-19";"30542/14";"4931/14";"2014-10-09";2014;9;"2014-09-01";15;17,083648;51,061425
"19239";2515;"";"";"D³uga  37-47 ";"bud.handlowo-uslugowe";"przebudowa czêœci budynku w zakresie oddymiania grawitacyjnego";"przebudowa";"2014-09-17";"30279/14";"4934/14";"2014-10-09";2014;9;"2014-09-01";17;17,0161417;51,1215224
"19240";2516;"";"";"Krzycka  ";"bud.o trzech i wiêcej mieszkaniach";"odmowa";"nowe";"2014-08-08";"25848/14";"4938/14";"2014-10-09";2014;8;"2014-08-01";45;16,9980133;51,0700742
"19241";2517;"";"";"Piastowska  21 ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa i remont naœwietla w budynku mieszkalnym wielorodzinnym";"remont";"2014-07-22";"23619/14";"4940/14";"2014-10-09";2014;7;"2014-07-01";58;17,0608049;51,1142059
"19242";2518;"";"";"Asnyka Adama  20 ";"bud.o trzech i wiêcej mieszkaniach";"remont elewacji dobudówki w budynku mieszkalnym jednorodzinnym";"remont";"2014-08-19";"26862/14";"4941/14";"2014-10-09";2014;8;"2014-08-01";38;17,0524288;51,1397646
"19243";2519;"";"";"Koœciuszki Tadeusza 101 ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa lokalu us³ugowego w budynku wielorodzinnym";"przebudowa";"2014-09-25";"31200/14";"4942/14";"2014-10-09";2014;9;"2014-09-01";11;17,0432273;51,1004149
"19244";2520;"";"";"Mrozowska  ";"bud.o trzech i wiêcej mieszkaniach";"budowa budynku mieszkalnego w formie wilii wielkomiejskiej";"nowe";"2014-09-01";"28208/14";"4945/14";"2014-10-09";2014;9;"2014-09-01";29;16,8784281;51,1783329
"19245";2521;"";"";"Ma³opolska 42A ";"bud.niemieszkalne pozosta³e";"umorzenie";"przebudowa";"2014-08-05";"25347/14";"4948/14";"2014-10-09";2014;8;"2014-08-01";48;16,892006;51,1392559
"19246";2522;"";"";"So³tysowicka  36 ";"bud.szkó³ i instytucji badawczych";"budowa wolno stojacego budynku przeznaczonego na potrzeby oœwiaty";"nowe";"2014-07-24";"23965/14";"4951/14";"2014-10-09";2014;7;"2014-07-01";56;17,0737579;51,146888
"19247";2523;"";"";"Grabiszyñska 75A  ";"bud.o trzech i wiêcej mieszkaniach";"montaz wewnêtrznej instalacji gazuowej w lokalu mieszkalnym";"inst.wewnêtrzna";"2014-09-03";"28597/14";"4953/14";"2014-10-09";2014;9;"2014-09-01";27;17,012066;51,102292
"19248";2524;"";"";"Kwidzyñska 8 ";"zbiorniki,silosy i bud.magazynowe";"budowa obiektow budowlanych z budow¹ instalacji do magazynowania surowców sypkich w silosach";"urz¹dzenie";"2014-07-24";"24002/14";"4960/14";"2014-10-10";2014;7;"2014-07-01";57;17,1015832;51,1278469
"19249";2525;"";"";"Su³owska  11 ";"bud.mieszkalne jednorodzinne";"odmowa";"przy³.+ins.wew";"2014-08-13";"26414/14";"4965/14";"2014-10-10";2014;8;"2014-08-01";43;17,0248168;51,1693054
"19250";2526;"";"";"Komorowska 5 ";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazu dla lokalu";"inst.wewnêtrzna";"2014-08-22";"27312/14";"4972/14";"2014-10-10";2014;8;"2014-08-01";36;16,957262;51,111736
"19251";2527;"";"";"Zyndrama Z Maszkowic 5 ";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnetrznych instalacji w budynku wielorodzinnym";"przebudowa";"2014-09-12";"29668/14";"4975/14";"2014-10-10";2014;9;"2014-09-01";21;17,027132;51,115375
"19252";2528;"";"";"Powstañców Œl¹skich 13 ";"bud.o trzech i wiêcej mieszkaniach";"wewnetrzna instalacja gazu";"przebudowa";"2014-09-22";"30763/14";"4976/14";"2014-10-10";2014;9;"2014-09-01";15;17,014795;51,090635
"19253";2529;"";"";"Murarska  21/23  ";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazu dla lokalu mieszkalnego";"inst.wewnêtrzna";"2014-09-15";"29950/14";"4977/14";"2014-10-10";2014;9;"2014-09-01";20;16,9561453;51,1358076
"19254";2530;"";"";"Nowowiejska  28 ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa lokalu mieszkalnego w budynku wielorodzinnym";"przebudowa";"2014-08-08";"25807/14";"4978/14";"2014-10-10";2014;8;"2014-08-01";46;17,048391;51,123914
"19255";2531;"";"";"Wittek Marii Genera³  ";"bud.o trzech i wiêcej mieszkaniach";"budowa linii kablowej";"przy³¹cze";"2014-07-24";"23891/14";"4979/14";"2014-10-10";2014;7;"2014-07-01";57;17,0385376;51,1078852
"19256";2532;"";"";"Przestrzenna  43 ";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazu i c.o. w lokalu mieszkalnym";"inst.wewnêtrzna";"2014-08-25";"27532/14";"4980/14";"2014-10-10";2014;8;"2014-08-01";35;17,041697;51,0888
"19257";2533;"";"";"Partyzantów 16A ";"bud.mieszkalne jednorodzinne";"dobudowa oran¿erii do budynku mieszkalnego jednorodzinnego";"rozbudowa";"2014-10-07";"32471/14";"4981/14";"2014-10-13";2014;10;"2014-10-01";5;17,094182;51,108256
"19258";2534;"";"";"Koœciuszki Tadeusza  16 ";"bud.o trzech i wiêcej mieszkaniach";"umorzenie";"przebudowa";"2013-06-14";"18615/13";"4982/14";"2014-10-13";2013;6;"2013-06-01";347;17,02876;51,1032338
"19259";2535;"";"";"  ";"bud.o trzech i wiêcej mieszkaniach";"odmowa uchylenia dec nr 6409/2013";"nowe";"2013-10-18";"33414/13";"4983/14";"2014-10-13";2013;10;"2013-10-01";257;17,0385376;51,1078852
"19260";2536;"";"";"Na Polance 8";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnetrznej instalacji gazu dla lokalu";"inst.wewnêtrzna";"2014-09-04";"28750/14";"4985/14";"2014-10-13";2014;9;"2014-09-01";28;17,033663;51,133254
"19261";2537;"";"";"Zab³ocie  ";"bud.mieszkalne jednorodzinne";"budowa dwóch budynków mieszkalnych jednorodzinnych z biologicznymi oczyszczalniami œœcieków wraz z elementami infrastruktury technicznej";"nowe";"2014-08-04";"25120/14";"4986/14";"2014-10-13";2014;8;"2014-08-01";51;16,9760891;51,1941107
"19262";2538;"";"";"Dembowskiego Edwarda  26 ";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazowej w lokalu mieszkalnym w budynku wielorodzinnym";"inst.wewnêtrzna";"2014-09-12";"29674/14";"4988/14";"2014-10-13";2014;9;"2014-09-01";22;17,0933288;51,1064973
"19263";2539;"";"";"Jednoœci Narodowej  67-69 ";"bud.o trzech i wiêcej mieszkaniach";"remont elewacji  budynku mieszkalno-us³ugowego";"remont";"2014-08-01";"24851/14";"4989/14";"2014-10-13";2014;8;"2014-08-01";52;17,0407466;51,1204398
"19264";2540;"";"";"Przedwioœnie  66 ";"bud.mieszkalne jednorodzinne";"przebudowa budynku mieszkalnego jednorodzinnego-wykonanie lukarn w istniej¹cych po³aciach dachowych";"rozbudowa";"2014-09-15";"30069/14";"4990/14";"2014-10-13";2014;9;"2014-09-01";21;17,102898;51,167091
"19265";2541;"";"";"Prusa Boles³awa  50 ";"bud.o trzech i wiêcej mieszkaniach";"wewnetrzna instalacja gazu";"inst.wewnêtrzna";"2014-09-29";"31640/14";"4991/14";"2014-10-13";2014;9;"2014-09-01";11;17,046593;51,1199434
"19266";2542;"";"";"Stefczyka Franciszka  1A";"bud.o trzech i wiêcej mieszkaniach";"wewnetrzna instalacja gazu";"inst.wewnêtrzna";"2014-09-19";"30656/14";"4992/14";"2014-10-13";2014;9;"2014-09-01";17;17,1044396;51,1023048
"19267";2543;"";"";"Leonarda Da Vinci  17 ";"bud.o trzech i wiêcej mieszkaniach";"budowa wewnêtrznej instalacji gazu w lokalu mieszkalnym";"inst.wewnêtrzna";"2014-09-26";"31400/14";"4993/14";"2014-10-13";2014;9;"2014-09-01";12;17,0774971;51,0680385
"19268";2544;"";"";"Smardzowska  ";"ruroci¹gi wodoci¹g.sieci rozdzielczej";"odmowa";"nowe";"2014-08-01";"24996/14";"4994/14";"2014-10-13";2014;8;"2014-08-01";52;17,0414571;51,0558676
"19269";2545;"";"";"Pi³sudskiego Józefa Mar. 114  ";"bud.o trzech i wiêcej mieszkaniach";"umorzenie";"przebudowa";"2014-08-29";"28158/14";"4998/14";"2014-10-13";2014;8;"2014-08-01";32;17,0385376;51,1078852
"19270";2546;"";"";"Reja Miko³aja  36 ";"bud.o trzech i wiêcej mieszkaniach";"umorzenie";"przebudowa";"2014-07-22";"23592/14";"4999/14";"2014-10-13";2014;7;"2014-07-01";60;17,0578403;51,116749
"19271";2547;"";"";"Henryka Pobo¿nego  22  ";"bud.o trzech i wiêcej mieszkaniach";"wewnetrzna instalacja gazu";"inst.wewnêtrzna";"2014-09-02";"28407/14";"5000/14";"2014-10-13";2014;9;"2014-09-01";30;17,037411;51,12057
"19272";2548;"";"";"Niemcewicza Juliana Ursyna  20 ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa lokalu mieszkalnego w budynku wielorodzinnym";"przebudowa";"2014-09-08";"29037/14";"5001/14";"2014-10-13";2014;9;"2014-09-01";26;17,0386799;51,121358
"19273";2549;"";"";"Zagony 22A ";"bud.o trzech i wiêcej mieszkaniach";"wewnetrzna instalacja gazu";"inst.wewnêtrzna";"2014-09-03";"28645/14";"5002/14";"2014-10-13";2014;9;"2014-09-01";29;16,945243;51,098812
"19274";2550;"";"";"Jaspisowa  ";"ulice i drogi pozosta³e";"przebudowa drogi";"przebudowa";"2014-08-29";"28001/14";"5003/14";"2014-10-13";2014;8;"2014-08-01";32;17,0244641;51,0470448
"19275";2551;"";"";"Na Grobli  ";"ruroci¹gi wodoci¹g.sieci rozdzielczej";"budowa wysokoparametrowej sieci ciep³owniczej 2x273/400 mm,wraz z odwodnieniem oraz przebud. sieci telekomunikacyjnej";"nowe";"2014-08-12";"26210/14";"5004/14";"2014-10-13";2014;8;"2014-08-01";45;17,073985;51,099855
"19276";2552;"";"";"Fabryczna  10 ";"zbiorniki,silosy i bud.magazynowe";"rozbudowa hali magazynowej";"rozbudowa";"2014-08-18";"26657/14";"5005/14";"2014-10-13";2014;8;"2014-08-01";41;16,9913515;51,1118866
"19277";2553;"";"";"Jordanowska  ";"ulice i drogi pozosta³e";"umorzenie";"przebudowa";"2014-09-05";"28959/14";"5010/14";"2014-10-14";2014;9;"2014-09-01";28;16,9647945;51,083845
"19278";2554;"";"";"Kowalska 112 ";"linie telekomunikacyjne dalek.zasiêgu";"budowa stacji bazowej telefonii komórkowej";"nowe";"2014-09-05";"28890/14";"5013/14";"2014-10-14";2014;9;"2014-09-01";28;17,110235;51,1324509
"19279";2555;"";"";"Okrzei Stefana  33  ";"bud.o trzech i wiêcej mieszkaniach";"wewnetrzna instalacja gazowa,kanalizacyjna";"inst.wewnêtrzna";"2014-09-09";"29320/14";"5014/14";"2014-10-14";2014;9;"2014-09-01";26;17,0982692;51,1068713
"19280";2556;"";"";"Wyspiañskiego Stan.Wyb.  ";"ruroci¹gi wodoci¹g.sieci rozdzielczej";"budowa odcinka osiedlowej sieci ciep³owniczej";"nowe";"2014-08-28";"27866/14";"5015/14";"2014-10-14";2014;8;"2014-08-01";34;17,0385376;51,1078852
"19281";2557;"";"";"Stanis³awowska  67 ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa elewacji na poddaszu budynku mieszkalnego";"przebudowa";"2014-10-06";"32256/14";"5016/14";"2014-10-14";2014;10;"2014-10-01";7;16,945629;51,098031
"19282";2558;"";"";"Krupnicza  ";"linie elektroener.i telekom.rozdzielcz.";"budowa elektroenergetycznej sieci oœwietlenia terenu";"nowe";"2014-09-12";"29859/14";"5018/14";"2014-10-14";2014;9;"2014-09-01";23;17,026037;51,1076349
"19283";2559;"";"";"Traktorowa  15 ";"bud.mieszkalne jednorodzinne";"umorzenie";"remont";"2014-08-07";"25569/14";"5022/14";"2014-10-14";2014;8;"2014-08-01";49;17,0213547;51,0515671
"19284";2560;"";"";"Daszyñskiego Ignacego  31  ";"bud.o trzech i wiêcej mieszkaniach";"montaz wewnêtrznej instalacji gazowej w lokalu mieszkalnym";"inst.wewnêtrzna";"2014-08-25";"27399/14";"5023/14";"2014-10-14";2014;8;"2014-08-01";37;17,0514641;51,1250716
"19285";2561;"";"";"Na Polance 4 ";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazu w lokalu mieszkalnym";"inst.wewnêtrzna";"2014-09-17";"30230/14";"5024/14";"2014-10-14";2014;9;"2014-09-01";20;17,034768;51,133475
"19286";2562;"";"";"Niemcewicza Juliana Ursyna  16 ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa balkonów elewacji frontowej wielorodzinnego budynku mieszkalnego";"remont";"2014-09-05";"28913/14";"5026/14";"2014-10-14";2014;9;"2014-09-01";28;17,0388923;51,1211571
"19287";2563;"";"";"Sokola  49  ";"bud.o trzech i wiêcej mieszkaniach";"powiekszenie okna w mieszkaniu";"przebudowa";"2014-09-24";"31015/14";"5027/14";"2014-10-14";2014;9;"2014-09-01";15;17,007381;51,082363
"19288";2564;"";"";"Nowowiejska  25 ";"bud.o trzech i wiêcej mieszkaniach";"remont elewacji budynku mieszkalno-us³ugowego";"remont";"2014-10-08";"32605/14";"5028/14";"2014-10-14";2014;10;"2014-10-01";5;17,048893;51,1231664
"19289";2565;"";"";"Walecznych  30 ";"bud.o trzech i wiêcej mieszkaniach";"remont balustrad w budynku wielorodzinnym";"remont";"2014-08-29";"28116/14";"5029/14";"2014-10-14";2014;8;"2014-08-01";33;17,061386;51,1185029
"19290";2566;"";"";"Kopernika Miko³aja  ";"budowle sportowe i rekreacyjne pozosta³e";"remont pomnika";"remont";"2014-08-27";"27773/14";"5031/14";"2014-10-14";2014;8;"2014-08-01";35;17,0852433;51,1103522
"19291";2567;"";"";"Grunwaldzki Plac  22 ";"bud.handlowo-uslugowe";"przebudowa lokalu gastronomicznego";"przebudowa";"2014-08-04";"25012/14";"5033/14";"2014-10-14";2014;8;"2014-08-01";52;17,0590224;51,1126865
"19292";2568;"";"";"Witelona Erazma Cio³ka  21 ";"bud.mieszkalne jednorodzinne";"wewnetrzna instalacja gazu";"inst.wewnêtrzna";"2014-10-01";"31897/14";"5034/14";"2014-10-14";2014;10;"2014-10-01";10;17,0385376;51,1078852
"19293";2569;"";"";"Œwidnicka  45 ";"bud.o trzech i wiêcej mieszkaniach";"remont dachu budynku wielorodzinnego";"remont";"2014-09-16";"30099/14";"5035/14";"2014-10-14";2014;9;"2014-09-01";21;17,029345;51,1020229
"19294";2570;"";"";"Grunwaldzka  33 ";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazu w lokalu mieszkalnym";"inst.wewnêtrzna";"2014-09-22";"30703/14";"5036/14";"2014-10-14";2014;9;"2014-09-01";17;17,0589556;51,1138258
"19295";2571;"";"";"Œlê¿na  ";"linie elektroener.i telekom.rozdzielcz.";"budowa linii kablowej";"nowe";"2014-08-04";"25096/14";"5038/14";"2014-10-14";2014;8;"2014-08-01";52;17,0252154;51,08445
"19296";2572;"";"";"Ga³owska  ";"bud.mieszkalne jednorodzinne";"budowa budynku jednorodzinnego";"nowe";"2014-08-27";"27829/14";"5040/14";"2014-10-14";2014;8;"2014-08-01";35;16,8580096;51,1172339
"19297";2573;"";"";"Maja 9  86";"bud.o trzech i wiêcej mieszkaniach";"przebudowa fragmentu elewacji budynku mieszkalnego wielorodzinnego-wykonanie wejœcia do lokalu us³ugowego";"remont";"2014-09-25";"31138/14";"5041/14";"2014-10-14";2014;9;"2014-09-01";14;17,0914319;51,1068689
"19298";2574;"";"";"Kurpiów  28 ";"bud.szkó³ i instytucji badawczych";"rozbudowa przedszkola";"rozbudowa";"2014-09-12";"29853/14";"5042/14";"2014-10-14";2014;9;"2014-09-01";23;17,026245;51,054138
"19299";2575;"";"";"Koœciuszki Tadeusza  86 ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa lokalu mieszkalnego w budynku wielorodzinnym-wyodrêbnienie z lokalu czterech samodzielnych lokali mieszkalnych";"przebudowa";"2014-08-21";"27163/14";"5044/14";"2014-10-14";2014;8;"2014-08-01";39;17,0420854;51,1009052
"19300";2576;"";"";"Grodzieñska  ";"ruroci¹gi gazu sieci rozdzielczej";"budowa gazociagu œc";"nowe";"2014-09-10";"29333/14";"5045/14";"2014-10-14";2014;9;"2014-09-01";25;17,1349991;51,1389809
"19301";2577;"";"";"Kobierzycka  ";"linie elektroener.i telekom.rozdzielcz.";"budowa sieci elektroenergetycznej nn wraz ze z³¹czami kablowymi nn dla zasilania budynku";"nowe";"2014-08-12";"26224/14";"5046/14";"2014-10-14";2014;8;"2014-08-01";46;16,9872773;51,058768
"19302";2578;"";"";"Cementowa  30 ";"bud.biurowe";"montaz wewnêtrznej instalacji gazowej do istniejacego kot³a";"inst.wewnêtrzna";"2014-09-24";"31002/14";"5047/14";"2014-10-14";2014;9;"2014-09-01";15;17,1171694;51,1127299
"19303";2579;"";"";"Œlê¿na  ";"linie elektroener.i telekom.rozdzielcz.";"budowa linii kablowej";"nowe";"2014-08-04";"25097/14";"5049/14";"2014-10-14";2014;8;"2014-08-01";52;17,0252154;51,08445
"19304";2580;"";"";"Krynicka  64 ";"bud.o trzech i wiêcej mieszkaniach";"docieplenie œcian zewnêtrznych oraz wymiana stolarki w budynku mieszkalnym";"rozbiórka";"2014-10-09";"32718/14";"5054/14";"2014-10-15";2014;10;"2014-10-01";5;17,048735;51,0798319
"19305";2581;"";"";"Pêgowska  16 ";"bud.mieszkalne jednorodzinne";"przebudowa poddasza z funkcji gospodarczej na mieszkaln¹";"przebudowa";"2014-09-05";"28909/14";"5055/14";"2014-10-15";2014;9;"2014-09-01";29;16,9744922;51,1976538
"19306";2582;"";"";"Powstañców Œl¹skich  60 ";"bud.biurowe";"przebudowa czêœci pomieszczeñ banku";"przebudowa";"2014-09-22";"30690/14";"5057/14";"2014-10-15";2014;9;"2014-09-01";18;17,0243459;51,0962729
"19307";2583;"";"";"Awicenny Ibn Siny  ";"linie elektroener.i telekom.rozdzielcz.";"budowa linii kablowej niskiego napiêcia";"nowe";"2014-08-12";"26238/14";"5058/14";"2014-10-15";2014;8;"2014-08-01";47;16,9527389;51,0876197
"19308";2584;"";"";"Sienkiewicza Henryka  79 ";"bud.o trzech i wiêcej mieszkaniach";"wewnetrzna instalacja gazu";"inst.wewnêtrzna";"2014-09-15";"29871/14";"5059/14";"2014-10-15";2014;9;"2014-09-01";23;17,0585424;51,1158225
"19309";2585;"";"";"Na Polance  4A ";"bud.o trzech i wiêcej mieszkaniach";"wewnetrzna instalacja gazu";"inst.wewnêtrzna";"2014-09-19";"30637/14";"5061/14";"2014-10-15";2014;9;"2014-09-01";19;17,0346939;51,133587
"19310";2586;"";"";"Kaszubska 5 ";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazowej w lokalu mieszkalnym w budynku wielorodzinnym";"inst.wewnêtrzna";"2014-09-26";"31257/14";"5062/14";"2014-10-15";2014;9;"2014-09-01";14;17,0301719;51,1210174
"19311";2587;"";"";"Kasprowicza Jana Aleja  91 ";"bud.handlowo-uslugowe";"budowa budynku us³ugowego handlowego z elementami infrastruktury";"nowe";"2014-08-11";"25938/14";"5064/14";"2014-10-15";2014;8;"2014-08-01";48;17,0542217;51,1377656
"19312";2588;"";"";"Strzegomska 144 ";"ulice i drogi pozosta³e";"wykonanie miejsc postojowych z odwodnieniem,urz¹dzenie zieleni i skwerow";"przebudowa";"2014-10-13";"33117/14";"5065/14";"2014-10-15";2014;10;"2014-10-01";3;16,973454;51,1141409
"19313";2589;"";"";"Piñska 5 ";"bud.handlowo-uslugowe";"umorzenie";"zmiana spos.u¿ytk.";"2014-08-11";"25953/14";"5066/14";"2014-10-15";2014;8;"2014-08-01";48;16,9474396;51,0953316
"19314";2590;"";"";"Kamieñskiego Henryka Micha³a 211  ";"bud.handlowo-uslugowe";"przebudowa lokalu na kawiarniê";"przebudowa";"2014-09-15";"29977/14";"5070/14";"2014-10-15";2014;9;"2014-09-01";23;17,0438926;51,1542951
"19315";2591;"";"";"Strzegomska 142A ";"ulice i drogi pozosta³e";"przebudowa miejsc postojowych";"przebudowa";"2014-10-13";"33116/14";"5073/14";"2014-10-15";2014;10;"2014-10-01";3;16,9748265;51,1130872
"19316";2592;"";"";"¯eromskiego Stefana  23 ";"bud.o trzech i wiêcej mieszkaniach";"wewnetrzna instalacja gazu";"inst.wewnêtrzna";"2014-09-26";"31277/14";"5077/14";"2014-10-16";2014;9;"2014-09-01";15;17,0473133;51,1217578
"19317";2593;"";"";"Kruszwicka 8 ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa lokalu mieszkalnego w budynku wielorodzinnym";"przebudowa";"2014-09-29";"31507/14";"5078/14";"2014-10-16";2014;9;"2014-09-01";14;17,010058;51,113872
"19318";2594;"";"";"Prusa Boles³awa  28 ";"bud.o trzech i wiêcej mieszkaniach";"docieplenie œcian budynku wielorodzinnego";"remont";"2014-09-11";"29642/14";"5079/14";"2014-10-16";2014;9;"2014-09-01";26;17,0441481;51,1195991
"19319";2595;"";"";"Oleœnicka 15A  ";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazowej w lokalu mieszkalnym w budynku wielorodzinnym";"inst.wewnêtrzna";"2014-09-25";"31218/14";"5080/14";"2014-10-16";2014;9;"2014-09-01";16;17,0450519;51,120937
"19320";2596;"";"";"Worcella Stanis³awa  14 ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa lokalu uzytkowego";"przebudowa";"2014-09-17";"30293/14";"5081/14";"2014-10-16";2014;9;"2014-09-01";22;17,0443145;51,1044405
"19321";2597;"";"";"Jednoœci Narodowej 187  ";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazowej i c.o. w lokalu mieszkalnym w budynku wielorodzinnym";"inst.wewnêtrzna";"2014-10-01";"31921/14";"5082/14";"2014-10-16";2014;10;"2014-10-01";12;17,051188;51,127184
"19322";2598;"";"";"Stanis³awskiego Jana 9 ";"bud.o trzech i wiêcej mieszkaniach";"montaz wewnêtrznej instalacji gazowej w lokalu mieszkalnym";"inst.wewnêtrzna";"2014-09-05";"28821/14";"5083/14";"2014-10-16";2014;9;"2014-09-01";30;17,1064383;51,1003001
"19323";2599;"";"";"Grabiszyñska 241 ";"ruroci¹gi wodoci¹g.sieci rozdzielczej";"";"nowe";"2014-04-01";"10433/14";"5084/14";"2014-10-16";2014;4;"2014-04-01";143;16,9879578;51,0971636
"19324";2600;"";"";"Nowowiejska  50";"bud.o trzech i wiêcej mieszkaniach";"montaz wewnêtrznej instalacji gazu w lokalu mieszkalnym";"inst.wewnêtrzna";"2014-09-19";"30629/14";"5085/14";"2014-10-16";2014;9;"2014-09-01";20;17,0513837;51,1228411
"19325";2601;"";"";"Trzebnicka  14 ";"bud.o trzech i wiêcej mieszkaniach";"montaz wewnetrznej instalacji gazu w lokalu mieszkalnym";"inst.wewnêtrzna";"2014-09-29";"31635/14";"5086/14";"2014-10-16";2014;9;"2014-09-01";14;17,0359921;51,1218332
"19326";2602;"";"";"Piwnika-Ponurego Jana Mjr  76 ";"bud.o trzech i wiêcej mieszkaniach";"montaz wewnêtrznej instalacji gazu w lokalu mieszkalnym";"inst.wewnêtrzna";"2014-09-04";"28811/14";"5087/14";"2014-10-16";2014;9;"2014-09-01";31;17,0385376;51,1078852
"19327";2603;"";"";"Pomorska  55 ";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazowej w lokalu mieszkalnym w budynku wielorodzinnym";"inst.wewnêtrzna";"2014-09-04";"28774/14";"5088/14";"2014-10-16";2014;9;"2014-09-01";31;17,0312052;51,1211151
"19328";2604;"";"";"Uniwersytecka  11/12 ";"bud.o trzech i wiêcej mieszkaniach";"odmowa";"przebudowa";"2014-07-30";"24695/14";"5089/14";"2014-10-16";2014;7;"2014-07-01";57;17,033794;51,113319
"19329";2605;"";"";"Zakrzowska  25 ";"bud.handlowo-uslugowe";"przebudowa czêœci budynku handlowo-produkcyjno-magazynowego";"przebudowa";"2014-09-19";"30660/14";"5095/14";"2014-10-16";2014;9;"2014-09-01";20;17,1188249;51,152606
"19330";2606;"";"";"Góralska 5 ";"budowle sportowe i rekreacyjne pozosta³e";"przebudowa budynku hali produkcyjnej";"przebudowa";"2014-08-08";"25861/14";"5096/14";"2014-10-16";2014;8;"2014-08-01";50;17,0023325;51,109062
"19331";2607;"";"";"Polo Marca  9C ";"bud.handlowo-uslugowe";"przebudowa lokalu us³ugowego u4 na lokal gastronomiczny w budynku wielorodzinnym";"przebudowa";"2014-09-02";"28487/14";"5097/14";"2014-10-16";2014;9;"2014-09-01";33;17,1175428;51,1105263
